#Gene	TotalClinvarVariants	PLpMissense	BenignMissense	PLpNullVariants	PLpNonNullVariants
CCNYL1:151195	5	0	5	0	0
OR9Q2:219957	11	0	11	0	0
KPNA5:3841	5	0	4	0	0
OR11H2:79334	17	0	17	0	0
NDUFS8:4728|LOC112081413:112081413	3	0	0	0	0
FGF19:9965	6	0	6	0	0
MRPS9:64965|MRPS9-AS2:102724691	1	0	1	0	0
FANCD2OS:115795	3	0	3	0	0
GTPBP10:85865	10	0	10	0	0
RELA:5970	251	1	90	14	1
PBXIP1:57326	20	0	20	0	0
NUDT6:11162|SPATA5:166378	1	0	0	0	0
TLX3:30012	7	0	7	0	0
MYLK:4638	1381	1	705	32	2
TMEM170A:124491	5	0	5	0	0
RANBP10:57610	15	0	13	0	0
LILRA5:353514	14	0	14	0	0
CDC20B:166979	15	0	14	0	0
WDR72:256764	266	2	59	8	2
TRIM47:91107	21	0	20	0	0
CDK19:23097	18	2	13	0	2
NOVA2:4858	36	0	15	10	0
SCOC:60592	6	0	2	0	0
TMPRSS15:5651	289	0	140	31	0
CEP63:80254|KY:339855	75	0	26	5	0
BHLHE40:8553|BHLHE40-AS1:100507582	1	0	1	0	0
TUSC1:286319	9	0	9	0	0
DRICH1:51233	7	0	6	0	0
MMP21:118856	46	3	27	4	3
OR6C1:390321	14	0	13	0	0
CFTR:1080|LOC113219471:113219471	1	0	0	0	1
DDX3Y:8653	4	0	0	3	1
CUL2:8453	15	1	10	0	1
R3HCC1L:27291	35	0	35	0	0
SIRPG:55423	4	0	3	0	0
APOL3:80833	20	0	18	0	0
CNKSR3:154043	16	0	13	0	0
ACSL6:23305	9	0	7	0	0
MPHOSPH10:10199	21	0	20	0	0
JOSD2:126119	8	0	8	0	0
VAMP8:8673	4	0	3	0	0
VEGFD:2277|PIR-FIGF:100532742	3	0	1	0	0
METTL4:64863	12	0	9	1	0
IPO11:51194|IPO11-LRRC70:101180901	1	0	1	0	0
MOCOS:55034	291	1	141	11	2
IFFO2:126917	18	0	17	0	0
PPIF:10105	7	0	5	0	0
AP1G1:164	26	5	14	3	6
MRPL32:64983	7	0	7	0	0
REST:5978	451	1	270	13	2
PPIAL4E:730262	4	0	4	0	0
HBB:3043|HBD:3045|LOC106099062:106099062|LOC106099063:106099063|LOC107133510:107133510	2	0	0	0	2
ORAI1:84876	298	7	140	7	7
ETNPPL:64850	11	0	11	0	0
KRT9:3857	151	15	60	1	15
CYLC1:1538	14	0	14	0	0
UBA52:7311|KXD1:79036	6	0	6	0	0
LACC1:144811|CCDC122:160857	1	0	1	0	0
NUDT17:200035	7	0	7	0	0
DECR2:26063	13	0	13	0	0
ZBTB24:9841|MICAL1:64780	18	0	10	0	0
MCM7:4176	40	2	30	3	2
NPFFR1:64106	20	0	17	0	0
SZT2:23334	2615	7	1239	100	14
CXCR1:3577	23	0	21	0	0
TOM1L1:10040	10	0	10	0	0
EIF3M:10480	2	0	2	0	0
MEIS1:4211	6	0	4	0	0
LIN28B:389421	5	0	4	0	0
IL1A:3552	9	0	6	0	0
C19orf25:148223	1	0	1	0	0
SSBP3:23648	10	0	8	0	0
KRBA1:84626	26	0	24	0	0
KIF13B:23303	47	0	46	0	0
CHRM4:1132	7	0	7	0	0
ANGPT2:285|MCPH1:79648	55	2	19	0	2
SCARF1:8578	34	0	32	0	0
EMILIN2:84034	60	0	47	0	0
MXI1:4601	9	2	5	2	2
ZNF226:7769	29	0	28	0	0
ADCY7:113	35	0	27	0	0
ZC2HC1A:51101	1	0	1	0	0
TCEANC2:127428	2	0	2	0	0
RABEPK:10244	15	0	15	0	0
CHD5:26038	124	9	75	7	12
CCNG1:900|NUDCD2:134492	2	0	2	0	0
SYT3:84258	13	0	11	0	0
NT5C2:22978|CNNM2:54805	31	0	9	1	0
HENMT1:113802	14	1	9	1	1
CHST15:51363	16	0	13	0	0
PANX1:24145	40	2	20	2	2
ZNF584:201514	7	0	7	0	0
DBI:1622	3	0	2	0	0
NFKB2:4791	497	2	192	11	2
COQ7:10229|COQ7-DT:102723385	18	0	8	0	0
PSG9:5678	29	0	28	0	0
CHST12:55501	15	0	14	0	0
UBE2L6:9246	7	0	6	0	0
FAM110D:79927	4	0	4	0	0
HMMR:3161	9	0	7	0	0
MCRIP2:84331	1	0	1	0	0
DNAJC14:85406	14	0	14	0	0
CCDC107:203260	6	0	6	0	0
FOLH1:2346	15	0	11	0	0
PARP6:56965	11	0	9	0	0
HLCS:3141|HLCS-AS1:122455337	6	0	1	0	0
SFRP2:6423	8	0	5	0	0
G6PD:2539	528	156	124	16	170
OXSR1:9943	9	0	8	0	0
RBM45:129831	7	0	5	0	0
WASF1:8936	26	1	12	4	2
STAC2:342667	11	1	9	0	1
KRT2:3849	137	10	57	0	10
EIF4A3:9775	13	1	4	0	1
LOXHD1:125336	1809	3	462	218	13
AMH:268|MIR4321:100423031	7	1	5	1	1
TSPEAR:54084|KRTAP12-3:386683	2	0	2	0	0
CSPP1:79848	812	0	386	64	6
SVIL:6840|SVIL-AS1:102724316	86	0	33	2	0
PCDHGB3:56102|PCDHGB2:56103|PCDHGB1:56104|PCDHGA7:56108|PCDHGA6:56109|PCDHGA5:56110|PCDHGA4:56111|PCDHGA3:56112|PCDHGA2:56113|PCDHGA1:56114	28	0	28	0	0
AMPD3:272	131	1	59	0	1
WDR76:79968	12	0	12	0	0
HRNR:388697	7	0	3	0	0
PLEKHG4:25894	36	0	34	0	0
ZNF563:147837	15	0	15	0	0
KALRN:8997	34	0	21	0	1
FZD6:8323	21	2	15	4	2
GTF3C6:112495	2	0	2	0	0
UNC79:57578	54	0	54	0	0
VPS18:57617	32	0	31	0	0
TLE4:7091	12	0	7	0	0
PAFAH1B2:5049	2	0	1	0	0
PLEKHF1:79156	15	0	11	0	0
SLC34A2:10568	75	1	31	7	2
SMC5:23137	22	0	17	0	0
RP2:6102	304	8	112	94	22
SAPCD1:401251|MSH5-SAPCD1:100532732	2	0	2	0	0
IGDCC4:57722	42	0	40	0	0
NDUFAF7:55471	94	1	24	1	1
MTRF1L:54516	11	0	10	0	0
BRI3:25798	2	0	1	0	0
ZNF648:127665	13	0	13	0	0
WIPF1:7456	232	0	130	2	0
OR4D2:124538	7	0	7	0	0
SIRT6:51548	25	1	19	0	1
VBP1:7411	3	0	2	0	0
SH3D19:152503|PRSS48:345062	10	0	9	0	0
GSTZ1:2954	15	1	8	1	1
PARK7:11315	132	6	37	5	9
RFXANK:8625	200	1	89	12	5
COMMD8:54951	4	0	4	0	0
ZNF571:51276|ZNF540:163255|ZNF571-AS1:100507433	24	0	24	0	0
RCOR2:283248	13	0	11	0	0
CNDP1:84735	19	0	18	0	0
UBXN1:51035	6	0	6	0	0
EDN3:1908	145	6	40	2	6
GOLPH3L:55204	6	0	6	0	0
TRAM2:9697	2	0	2	0	0
KCNE1:3753	306	4	110	13	4
EIF4E1B:253314	12	0	9	0	0
PPP2R3C:55012	2	0	2	0	0
FAM13A:10144	35	0	23	0	0
KDM5C:8242|MIR6895:102465539	1	0	0	0	0
KCNH1:3756	516	18	228	0	19
CCPG1:9236|DNAAF4-CCPG1:100533483	20	0	20	0	0
TPPP3:51673	4	0	4	0	0
MAP3K20:51776|MAP3K20-AS1:339751	286	1	127	6	2
TRIM72:493829	16	0	13	0	0
VNN1:8876	29	0	24	0	0
ALG8:79053	257	3	81	17	6
FBXO39:162517	19	0	19	0	0
DGKZ:8525|MIR4688:100616368	1	0	0	0	0
CCDC144A:9720	19	0	18	0	0
ATAD2:29028	26	0	25	0	0
KLRG2:346689	13	0	13	0	0
FAF2:23197	6	0	6	0	0
RARRES2:5919	6	0	4	0	0
PIK3C3:5289	19	0	16	0	0
XXYLT1:152002	13	0	12	0	0
NUP85:79902	34	0	14	1	0
TRMT5:57570	188	1	97	1	1
SYNE1:23345|SYNE1-AS1:100505475	76	0	41	5	0
OGG1:4968	12	0	11	0	0
FAM111B:374393	38	6	27	1	6
ALDH1A2:8854|ALDH1A2-AS1:283665	2	0	2	0	0
GNPAT:8443	260	2	95	14	5
ODC1:4953	31	0	17	5	2
GIT2:9815|ANKRD13A:88455	1	0	1	0	0
ALDOA:226|LOC112694756:112694756	212	4	90	0	4
TMEM218:219854	7	3	3	1	3
FGFBP2:83888	11	0	11	0	0
BTBD8:284697	6	0	5	0	0
ECE2:9718|EEF1AKMT4-ECE2:110599583	26	0	24	0	0
MYL3:4634	327	4	156	0	5
NUB1:51667	1	0	1	0	0
CDH18:1016	15	0	11	0	0
CR1L:1379	19	0	19	0	0
FGFR2:2263	607	93	173	17	97
ZNF257:113835	14	0	14	0	0
CYP4V2:285440|FLJ38576:651430	2	0	0	0	0
SNRPA:6626	8	2	5	0	2
CGB2:114336	5	0	5	0	0
YBEY:54059	8	0	7	0	0
UGGT1:56886	46	0	31	0	0
RLN2:6019	11	0	11	0	0
BBOX1:8424|BBOX1-AS1:103695435	15	0	12	0	0
TMTC4:84899	32	0	30	0	0
DNAH1:25981	1696	2	835	52	5
ADGRF4:221393	26	0	25	0	0
NRXN1:9378|LOC114827832:114827832	1	0	1	0	0
RAP1GAP2:23108	18	0	15	0	0
METTL14:57721	5	0	5	0	0
PDE11A:50940|PDE11A-AS1:105373764	20	0	8	0	0
MSMB:4477	2	0	2	0	0
SLC37A4:2542	854	14	311	70	19
ZSCAN26:7741	3	0	3	0	0
SPC25:57405|NOSTRIN:115677	3	0	3	0	0
CCDC96:257236|LOC100129931:100129931	23	0	22	0	0
STK24:8428|FARP1:10160	4	0	4	0	0
SLC7A7:9056	613	11	178	56	19
SBK2:646643	18	0	18	0	0
SIGLEC8:27181	13	0	9	0	0
INAVA:55765	8	0	6	0	0
CCDC166:100130274|LOC101928160:101928160	2	0	2	0	0
GHDC:84514	12	0	12	0	0
CSTB:1476|LOC109029533:109029533	1	0	0	0	0
EIF4G3:8672	39	0	36	0	0
PCGF1:84759	3	0	3	0	0
COPS6:10980|LOC121175353:121175353	1	0	1	0	0
DAPL1:92196	8	0	8	0	0
GSDMA:284110	9	0	7	0	0
C9orf43:257169	3	0	3	0	0
SLAMF9:89886	9	0	7	0	0
KCTD1:284252	61	11	25	0	11
PTPN21:11099	33	0	32	0	0
CLDN11:5010	5	0	1	2	0
FAAP20:199990	6	0	6	0	0
LY6G6C:80740	3	0	3	0	0
RNF146:81847	7	0	7	0	0
TRRAP:8295	972	16	389	1	17
NRIP1:8204	109	0	80	1	0
TMEM165:55858	134	2	47	1	3
SLC7A11:23657	14	0	14	0	0
SELENOP:6414|CCDC152:100129792	1	0	1	0	0
NRXN3:9369	39	1	17	0	1
RPL36A:6173|RPL36A-HNRNPH2:100529097	1	0	0	0	0
PGPEP1:54858	8	0	8	0	0
RFX3:5991	26	0	14	2	2
LPCAT1:79888	15	0	13	0	0
AP1S1:1174|LOC113687177:113687177	2	0	0	0	0
CFTR:1080|LOC111674467:111674467	2	0	0	0	1
BRCA1:672|NBR2:10230|LOC111589215:111589215	7	0	0	0	0
RUBCN:9711	81	0	46	1	0
FABP1:2168	7	0	6	0	0
AHNAK2:113146	377	0	366	0	0
ZNF268:10795	29	0	29	0	0
MRPS7:51081	46	0	21	0	0
N4BP3:23138	26	0	25	0	0
CNOT9:9125	7	7	0	0	7
TMPRSS11A:339967	13	0	13	0	0
TMEM74:157753	8	0	8	0	0
PTOV1:53635|PTOV1-AS1:100506033	7	0	7	0	0
BLZF1:8548|CCDC181:57821	1	0	1	0	0
SNRPE:6635|LOC112577531:112577531	2	0	0	1	0
DOCK2:1794|INSYN2B:100131897	3	0	2	0	0
SEC14L5:9717	16	0	16	0	0
EIF4E2:9470	6	0	5	0	0
CTDSPL2:51496	12	0	9	0	0
COBLL1:22837|LOC101929633:101929633	1	0	1	0	0
CD52:1043|UBXN11:91544	1	0	1	0	0
TMEM161A:54929	20	0	20	0	0
CPS1:1373|LANCL1:10314	1	0	0	0	0
MYO16:23026	96	1	61	0	1
OR5D14:219436	9	0	9	0	0
ZNF410:57862|FAM161B:145483	2	0	2	0	0
ZNF423:23090	768	2	397	2	2
SRBD1:55133	23	0	21	0	0
RPL37:6167	2	0	2	0	0
UBE2I:7329	4	0	1	0	0
SPDEF:25803	8	0	6	0	0
CCSER1:401145	21	0	21	0	0
FAM166B:730112	10	0	8	0	0
MEX3B:84206	19	0	19	0	0
PFKFB2:5208	11	0	11	0	0
NPY:4852	10	0	4	0	0
YDJC:150223	5	0	4	0	0
HNRNPLL:92906	2	0	2	0	0
MAU2:23383	5	0	3	0	0
SHFL:55337|ANGPTL6:83854	2	0	2	0	0
CASP1:834	18	0	12	0	0
TFF1:7031	4	0	2	0	0
IDI2-AS1:55853|IDI2:91734	4	0	4	0	0
RAB32:10981	6	0	6	0	0
CDHR5:53841	52	0	50	0	0
MYBPC1:4604	286	6	62	2	6
ANKRD63:100131244	7	0	7	0	0
GNB5:10681|CERNA1:100129973	12	0	2	1	0
TMPRSS2:7113	10	0	5	0	0
GUCY1A1:2982	44	1	12	9	1
ZBTB40:9923	25	0	23	0	0
HBB:3043|LOC107133510:107133510|LOC110006319:110006319	756	14	107	28	40
ABCC9:10060	1410	28	475	4	28
RNF34:80196|KDM2B:84678	7	0	7	0	0
HYAL2:8692	28	8	15	3	8
TAF1D:79101	6	0	5	0	0
GBP6:163351	21	0	18	0	0
COPE:11316	6	0	5	0	0
IRF4:3662	192	0	79	0	0
DDHD1:80821	403	1	184	16	2
PDE6B:5158	659	11	300	53	15
CLEC4E:26253	2	0	2	0	0
EPHA10:284656	35	0	33	0	1
TMEM220:388335|TMEM220-AS1:101101775	3	0	3	0	0
NECAP2:55707	10	0	9	0	0
PIK3CD:5293	652	6	234	4	6
LONRF2:164832	21	0	20	0	0
HLA-DPA1:3113|HLA-DPB1:3115	4	0	1	0	0
TICRR:90381	25	0	24	0	0
TNKS1BP1:85456	62	0	60	0	0
CSRNP2:81566	2	0	2	0	0
TRNP1:388610	6	0	6	0	0
ADCY2:108	21	0	15	0	0
RNPS1:10921	9	0	7	0	0
BOD1:91272	6	0	4	1	0
TTC19:54902	254	0	72	11	4
WIZ:58525	28	0	28	0	0
BMPR1A:657	1935	14	824	165	23
TTC23L:153657	6	0	6	0	0
TEX15:56154	125	0	101	8	0
C3orf80:401097	1	0	1	0	0
SLC2A8:29988	12	0	11	0	0
TBATA:219793	15	1	13	0	1
SAP30:8819	4	0	4	0	0
KRT84:3890	25	0	24	0	0
IGF1R:3480|IRAIN:104472848	17	0	6	1	0
CCZ1B:221960	9	0	9	0	0
SARS2:54938	233	3	79	3	2
LIPA:3988	506	28	131	60	31
NFE2L3:9603	26	0	25	0	0
GAMT:2593|NDUFS7:374291	7	0	1	0	0
LAX1:54900	11	0	9	0	0
CCDC93:54520	17	0	15	0	0
STOX1:219736	27	0	25	0	0
EDA2R:60401	17	0	11	0	0
TMEM116:89894	5	0	5	0	0
PAX6:5080|LOC106014249:106014249	4	0	0	0	0
FMR1:2332|LOC107032825:107032825	2	0	0	0	0
AMT:275|NICN1:84276	70	0	20	14	2
NPAS4:266743	23	0	20	0	0
FBXO22:26263|FBXO22-AS1:692224	2	0	2	0	0
TGFBR3:7049	41	0	31	0	0
GPS2:2874	8	0	6	0	0
CILP:8483	35	0	31	0	0
POLR2A:5430	140	19	72	6	19
CRCP:27297	2	0	2	0	0
DPYSL3:1809	8	0	6	0	0
CLCN1:1180	892	61	366	93	75
BMPER:168667	278	2	89	5	6
PRNCR1:101867536	1	0	0	0	0
B4GALT1:2683|B4GALT1-AS1:101929639	14	0	6	0	0
TRIM65:201292	24	0	24	0	0
LRRC10B:390205	11	0	11	0	0
PPT1:5538	593	29	179	73	37
SLC39A10:57181	9	0	9	0	0
POU4F1:5457|OBI1-AS1:100874222	18	1	8	3	1
SLC2A10:81031	525	2	243	16	3
SLC27A1:376497|PGLS-DT:100507551	13	0	11	0	0
ITGA2:3673	269	0	55	0	0
LPIN1:23175	536	0	164	20	4
DNAAF2:55172	409	0	215	27	0
ACOT12:134526	18	0	18	0	0
CCDC68:80323	8	0	7	1	0
PMPCB:9512|DNAJC2:27000	10	0	10	0	0
SHISA3:152573	7	0	7	0	0
LRFN2:57497	21	0	20	0	0
ABI3:51225	12	0	9	0	0
VAX1:11023	33	1	10	1	1
TIA1:7072	220	2	73	0	2
POLR1C:9533|MRPL14:64928	7	0	7	0	0
MLH3:27030	1880	0	1105	5	0
UBA1:7317|INE1:8552	1	0	0	0	0
NPTX2:4885	13	0	13	0	0
AAGAB:79719|IQCH:64799	4	0	2	0	0
TREM1:54210	10	0	8	0	0
POLR2I:5438	1	0	1	0	0
RPL9:6133|LIAS:11019	3	0	0	0	0
ART3:419	7	0	7	0	0
PFN1:5216	60	4	21	1	4
ARNT:405	13	0	11	0	0
DDX42:11325	21	0	21	0	0
LYSMD3:116068	13	0	11	0	0
MNAT1:4331	5	0	4	0	0
NEIL2:252969	22	0	16	0	0
RBBP8:5932	279	1	115	9	1
IDS:3423|LOC106050102:106050102	316	44	78	68	53
FNBP4:23360	24	0	16	0	0
PALMD:54873	18	0	15	0	0
BECN2:441925	3	0	3	0	0
PDIA6:10130|ATP6V1C2:245973	2	0	2	0	0
PLXNB1:5364	65	0	51	0	0
PHAX:51808	9	0	7	0	0
HSD17B3:3293|HSD17B3-AS1:105376162	8	0	1	1	0
OR52B2:255725	13	0	13	0	0
WDR4:10785	181	3	77	6	3
HAUS4:54930|PRMT5-DT:101926933	6	0	6	0	0
ZNF471:57573	14	0	14	0	0
CASP6:839|MCUB:55013	2	0	1	0	0
HLA-G:3135	5	0	0	0	0
OR2W3:343171	164	0	108	0	0
EXOC2:55770|HUS1B:135458	21	0	19	0	0
TMC2:117532	47	0	21	0	0
LGALS13:29124	5	0	5	0	0
ALDH7A1:501|LOC112997555:112997555	15	0	0	0	0
CFAP47:286464|CXorf30:645090|LOC101928627:101928627	3	0	3	0	0
SLITRK3:22865	26	0	24	1	0
PODN:127435	19	0	19	0	0
C1QTNF9:338872	15	0	15	0	0
DNMT1:1786|SHFL:55337	2	1	0	0	1
ANKRD44:91526	29	0	28	0	0
SMARCB1:6598	835	6	273	50	14
LRP5:4041	1754	55	738	83	64
MAP2K7:5609	23	0	10	0	0
KCNJ12:3768|KCNJ18:100134444	1	0	0	0	0
NOXRED1:122945	10	0	10	0	0
ZYX:7791|FAM131B:9715	2	0	2	0	0
CAV3:859|SSUH2:51066	1	1	0	0	1
KCNK16:83795|KCNK17:89822	1	0	1	0	0
PIR:8544|PIR-FIGF:100532742	7	0	6	0	0
AEBP1:165	377	2	168	16	3
KLRC4:8302|KLRC4-KLRK1:100528032	6	0	5	0	0
JPH2:57158	698	0	381	2	0
PSMD6:9861	3	0	2	0	0
CPZ:8532	48	2	36	0	2
CC2D2B:387707|ENTPD1-AS1:728558|C10orf131:100127889	1	0	1	0	0
MPL:4352	525	17	115	105	21
ABTB1:80325	23	0	23	0	0
CUL4A:8451	11	0	11	0	0
RELB:5971	263	0	106	3	0
BORCS6:54785	10	0	10	0	0
MYO9A:4649	206	1	108	0	1
LDLRAD3:143458	13	0	12	0	0
FOXA3:3171	7	0	7	0	0
UMODL1:89766|UMODL1-AS1:150147	5	0	4	0	0
RPUSD3:285367	11	2	9	0	2
NOL3:8996	10	1	8	0	1
ABCD3:5825	75	0	30	0	1
CDCP1:64866	24	0	22	0	0
EHF:26298	13	0	12	0	0
BRWD1:54014	48	2	41	0	2
GALE:2582	171	6	74	5	7
KCTD9:54793	1	0	1	0	0
SPRTN:83932	25	1	13	1	2
MEIG1:644890	6	0	6	0	0
TUBA4A:7277|TUBA4B:80086	8	0	0	0	0
APH1B:83464	4	0	4	0	0
OR10G9:219870	9	0	8	0	0
TGDS:23483	65	4	18	2	4
TUFM:7284|MIR4721:100616256	4	0	1	0	0
RGP1:9827|GBA2:57704	3	0	0	0	0
UNC119B:84747	7	0	7	0	0
ALDH3B1:221	5	0	5	0	0
POLR3E:55718	20	0	20	0	0
PANK2:80025	414	21	174	39	24
PPP1R15B:84919	102	2	73	0	2
ALDH7A1:501	822	35	253	49	49
NOP16:51491|ARL10:285598	3	0	3	0	0
VIPR1:7433|VIPR1-AS1:100874007	1	0	1	0	0
TMEM169:92691	14	0	14	0	0
HPF1:54969	2	0	2	0	0
EIF4B:1975	10	0	10	0	0
ELAC2:60528	876	6	334	31	6
BRCA1:672	13032	112	5121	2926	372
PCDHB@:56116|PCDHB4:56131	50	0	38	0	0
PRKRIP1:79706|LOC100630923:100630923	3	0	3	0	0
DIABLO:56616|LOC112163532:112163532	7	0	0	0	0
CPNE7:27132	31	0	30	0	0
INSR:3643	587	29	138	19	30
OR8I2:120586	5	0	5	0	0
SLC35F6:54978	12	0	12	0	0
CLDN15:24146	6	0	6	0	0
CTDSP1:58190	9	0	8	0	0
POLI:11201	19	0	19	0	0
RPL23A:6147	3	0	3	0	0
ETV5:2119	21	1	8	0	1
RANBP9:10048	21	0	20	0	0
RRP12:23223	38	0	37	0	0
NKX1-1:54729	1	0	1	0	0
PTPN6:5777	23	0	8	0	0
ABCA12:26154|SNHG31:101928103	129	8	44	10	9
AIM2:9447	9	0	4	0	0
PADI1:29943	22	0	19	0	0
GPR88:54112	45	0	21	1	0
FGFR4:2264	31	4	17	0	4
INPP5B:3633	64	0	22	0	1
HSP90AB1:3326|POLR1C:9533	10	0	5	0	0
APCS:325	4	0	4	0	0
IRF5:3663	29	0	17	0	0
IL9:3578	8	0	6	0	0
ACSM6:142827	13	0	12	0	0
HPS6:79803	372	3	201	40	3
NEMP2:100131211|NEMP2-DT:105376748	2	0	2	0	0
INCENP:3619	117	1	55	0	1
PABPN1:8106|BCL2L2-PABPN1:100529063	43	1	9	11	1
NOTCH3:4854|MIR6795:102465476	3	0	0	0	0
SOX7:83595	21	0	18	0	0
VWC2L:402117	3	0	3	0	0
LRP10:26020	20	0	17	0	0
TIGD4:201798	7	0	7	0	0
TP53:7157|WRAP53:55135	28	0	7	0	0
SERPINF2:5345	45	1	19	4	1
ALOX15B:247	21	0	18	0	0
ARL14EPL:644100	8	0	8	0	0
COPB2:9276	61	1	26	2	1
SUPT4H1:6827|TSPOAP1-AS1:100506779	1	0	1	0	0
ZNF443:10224	21	0	21	0	0
ANKRD17:26057	84	10	55	9	10
FBXO16:157574	6	0	6	0	0
PTEN:5728	2484	147	725	524	202
DENND2C:163259	19	0	19	0	0
PTN:5764	1	0	1	0	0
KBTBD4:55709|PTPMT1:114971	3	0	3	0	0
OR10P1:121130	12	0	9	0	0
UMPS:7372	244	2	37	2	2
DHX16:8449	26	1	21	0	1
VRK3:51231	8	0	8	0	0
ABI1:10006|PDSS1:23590	5	0	0	0	0
DOK1:1796	7	0	7	0	0
MMP8:4317	30	0	22	0	0
MICB:4277	13	0	11	0	0
CORO2B:10391	10	0	10	0	0
GAL:51083	54	1	33	0	1
KCNK5:8645	18	0	17	0	0
FAM98B:283742	5	0	4	0	0
PHF12:57649|LOC101927018:101927018	1	0	1	0	0
TMEM150A:129303	1	0	1	0	0
ASIC1:41	15	0	9	0	0
OR2T11:127077	12	0	11	0	0
ARVCF:421|COMT:1312	93	0	7	0	0
SGK3:23678|C8orf44-SGK3:100533105	4	0	3	0	0
LCAT:3931|SLC12A4:6560	24	1	8	2	1
BPTF:2186	446	5	258	32	6
MACROD2:140733	8	0	8	0	0
NUP205:23165|LOC123956231:123956231	1	0	0	0	0
BCOR:54880	478	2	228	63	4
DMAC2L:27109|L2HGDH:79944	24	0	16	1	0
NLRC3:197358	74	0	45	0	0
ITLN1:55600	20	0	14	0	0
SYTL2:54843	53	0	51	0	0
A4GALT:53947	61	1	39	5	2
RAB2B:84932	5	0	5	0	0
KLF7:8609	17	0	13	0	0
THBS1:7057	46	1	26	0	1
RNF145:153830	10	0	10	0	0
GPR39:2863	7	0	6	0	0
IGHMBP2:3508|MRPL21:219927	5	0	1	0	0
ZNF768:79724	14	0	14	0	0
IFNB1:3456	10	0	7	0	0
TINAG:27283	17	0	13	0	0
BBS7:55212	462	5	193	35	14
VILL:50853	33	0	31	0	0
GTF2A1L:11036|STON1-GTF2A1L:286749	1	0	1	0	0
PEAR1:375033	33	0	31	0	0
PLEKHG7:440107	5	0	5	0	0
TEC:7006	6	0	6	0	0
GLO1:2739	8	0	7	0	0
ITPR1:3708	1374	38	445	19	42
PPP1R1C:151242	2	0	2	0	0
DGKI:9162	18	0	18	0	0
GPR132:29933	13	0	10	0	0
ARG1:383	31	2	9	3	3
MLLT3:4300	12	0	11	0	0
WDR81:124997	258	0	140	17	1
SPTBN5:51332|LOC105370792:105370792	8	0	8	0	0
KRT35:3886	17	0	17	0	0
PAX9:5083|LOC108281111:108281111	7	0	0	0	0
C5AR1:728	13	0	10	0	0
NELFE:7936	17	0	11	0	0
NXPE3:91775	14	0	12	0	0
ZNF385C:201181	4	0	4	0	0
FAM47B:170062	19	0	19	0	0
SNAP25:6616	184	16	43	6	18
IBA57:200205	206	7	94	19	9
PADI3:51702	31	3	26	1	3
ART3:419|CXCL10:3627	4	0	3	0	0
COL6A6:131873	99	0	74	1	0
LRP2BP:55805|ANKRD37:353322	1	0	1	0	0
TMEM14B:81853	3	0	3	0	0
XRCC2:7516	532	0	279	12	1
CCDC191:57577|ZDHHC23:254887	6	0	6	0	0
OR2K2:26248	8	0	8	0	0
SYNDIG1L:646658	5	0	5	0	0
CCDC144NL-AS1:440416	8	0	0	0	0
SI:6476	994	5	438	51	14
KMT2D:8085	4011	56	1821	622	96
SPPL2C:162540|MAPT-AS1:100128977	51	0	46	0	0
PRDX2:7001	3	0	3	0	0
OR10K2:391107	9	0	9	0	0
GUCA1A:2978|GUCA1B:2979|GUCA1ANB-GUCA1A:118142757	7	0	0	0	0
GRID2IP:392862	55	0	51	0	0
SAP130:79595	24	0	21	1	0
SENP2:59343	12	0	12	0	0
PRSS55:203074|PRSS51:346702	14	0	13	0	0
TNFRSF10A:8797	27	0	15	0	0
TBX1:6899|GNB1L:54584	1	0	0	0	0
KISS1:3814	35	1	12	0	1
ZNF215:7762	14	0	13	0	0
CA3:761|CA3-AS1:100996348	2	0	2	0	0
ALG1:56052	536	18	203	25	21
ZNF223:7766	14	0	13	0	0
C2CD2:25966	21	0	15	0	0
HNRNPAB:3182|PHYKPL:85007	3	0	3	0	0
P3H1:64175|C1orf50:79078	1	0	0	0	0
LAT:27040	134	0	50	5	0
MAPK12:6300	13	0	13	0	0
CTXN2:399697|CTXN2-AS1:105370807	2	0	2	0	0
POLR3G:10622	4	0	4	0	0
TSPAN16:26526	5	0	5	0	0
UACA:55075	36	0	35	0	0
CXCL16:58191	7	0	5	0	0
PRM1:5619	6	0	4	0	0
SYT13:57586	12	0	10	0	0
FOXJ3:22887	16	0	15	0	0
MAK16:84549	5	0	4	0	0
HNRNPA0:10949	6	0	5	0	0
GPRIN2:9721	7	0	7	0	0
MC5R:4161	9	0	8	0	0
TTC14:151613	24	0	24	0	0
PCED1A:64773	14	0	14	0	0
CDC42EP4:23580	16	0	16	0	0
MEIS2:4212	100	12	31	13	12
HIVEP1:3096	124	1	105	0	1
INSIG1:3638	6	0	5	0	0
KLHL35:283212	25	0	25	0	0
GLS2:27165	3	0	3	0	0
PDE4DIP:9659	16	4	4	3	4
TP63:8626|LOC111162621:111162621	8	0	0	1	0
RPS20:6224|SNORD54:26795	1	0	0	0	0
CLEC3A:10143	2	0	2	0	0
ADORA2B:136	9	0	6	0	0
SLA2:84174	8	0	8	0	0
EFCC1:79825	14	0	14	0	0
MDM4:4194	18	0	12	0	0
IDUA:3425	1048	45	263	132	55
VWA5B1:127731	46	0	44	0	0
MAML2:84441	30	0	28	0	0
SSX3:10214	4	0	3	0	0
ZFP92:139735	8	0	8	0	0
UBA5:79876|ACAD11:84129|NPHP3-ACAD11:100532724	4	0	3	1	0
